Survived,SibSp,Parch,Cabin_No,Cabin_Yes,Embarked_C,Embarked_Q,Embarked_S,Sex_female,Sex_male,Pclass_1,Pclass_2,Pclass_3,Age_scaled,Fare_scaled
0,0,0,1,0,0,0,1,0,1,0,1,0,0.68576242,-0.124919787
1,0,0,1,0,0,0,1,1,0,0,1,0,1.126050862,-0.376603377
1,0,0,0,1,0,0,1,0,1,1,0,0,0.905906641,-0.119131064
1,0,0,1,0,0,0,1,1,0,1,0,0,-0.561721498,2.40299019
1,1,1,1,0,1,0,0,0,1,0,0,1,-0.880759395,-0.34145224
1,0,0,0,1,1,0,0,1,0,1,0,0,-0.414958684,0.348329928
0,0,0,0,1,0,0,1,0,1,1,0,0,1.486674302,-0.113845709
1,1,0,0,1,0,0,1,0,1,1,0,0,1.346195082,0.39858208
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.04805165,-0.457478375
0,0,0,1,0,0,0,1,0,1,0,1,0,1.63972071,-0.38667072
0,0,0,0,1,0,0,1,0,1,0,0,1,-0.781865719,-0.494391297
1,0,0,0,1,1,0,0,1,0,1,0,0,0.612381013,3.932723049
1,0,0,0,1,0,0,1,1,0,0,1,0,-0.194814463,-0.437007438
0,0,0,1,0,0,1,0,0,1,0,0,1,-0.180000592,-0.336334002
0,0,0,1,0,0,0,1,0,1,0,0,1,0.245473978,-0.491874461
1,0,1,1,0,0,0,1,1,0,0,1,0,-1.735824009,0.016023024
0,1,0,1,0,0,0,1,0,1,0,0,1,-0.928628533,-0.506387543
0,0,0,1,0,0,0,1,0,1,0,1,0,0.318855385,-0.38667072
0,0,0,1,0,0,0,1,0,1,0,1,0,1.492957896,-0.38667072
1,1,0,0,1,0,0,1,0,1,1,0,0,-0.194814463,0.420730236
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.708484312,-0.474004926
1,3,0,1,0,0,0,1,1,0,0,1,0,0.025329757,-0.225593223
1,0,0,1,0,0,1,0,1,0,0,0,1,-0.707778686,-0.492629511
0,1,0,1,0,0,0,1,0,1,0,1,0,-0.341577277,-0.124919787
0,1,0,1,0,0,0,1,1,0,0,0,1,-0.341577277,-0.488854258
1,0,0,0,1,0,0,1,1,0,1,0,0,-0.04805165,3.6067928
0,0,0,1,0,1,0,0,0,1,0,0,1,-1.368916975,-0.270141218
0,0,0,1,0,0,0,1,0,1,0,1,0,0.389287607,-0.648421654
0,0,0,1,0,0,0,1,0,1,0,1,0,-0.488340091,-0.38667072
0,0,0,1,0,0,0,1,0,1,0,1,0,-0.488340091,-0.38667072
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.084742353,-0.32425319
0,1,3,1,0,0,0,1,1,0,0,0,1,1.346195082,0.043708218
1,0,0,0,1,1,0,0,0,1,1,0,0,0.392236792,9.667166525
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.130785677,-0.48944219
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.130785677,-0.48944219
1,0,0,0,1,0,0,1,0,1,1,0,0,0.677249012,-0.044381038
0,1,0,0,1,0,0,1,0,1,1,0,0,0.465618199,0.939198431
1,2,2,0,1,1,0,0,1,0,1,0,0,-0.635102905,4.634416897
0,1,0,1,0,0,0,1,0,1,0,0,1,-0.414958684,-0.32425319
1,0,0,1,0,0,0,1,0,1,0,0,1,0.098711164,-0.488854258
0,1,1,0,1,0,0,1,0,1,1,0,0,2.960586035,0.781141137
0,1,1,1,0,0,0,1,0,1,0,0,1,-1.00200994,-0.240694238
1,0,0,1,0,0,0,1,1,0,0,1,0,0.025329757,-0.38667072
0,1,0,0,1,0,0,1,0,1,1,0,0,-0.781865719,0.420730236
0,0,0,1,0,0,1,0,0,1,0,0,1,0.098711164,-0.492377828
1,1,1,1,0,0,0,1,1,0,0,1,0,-1.882586823,-0.185323848
1,0,1,0,1,0,0,1,0,1,0,0,1,-1.735824009,-0.397241431
0,0,0,1,0,0,0,1,0,1,0,0,1,0.245473978,-0.457142125
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.488340091,-0.48944219
1,1,2,1,0,0,0,1,1,0,0,1,0,1.346195082,0.660333014
1,1,1,1,0,0,0,1,0,1,0,1,0,-2.126946908,-0.356468689
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.121433057,-0.491455659
0,0,0,1,0,0,0,1,0,1,0,1,0,-0.855247126,-0.416872751
0,0,0,1,0,0,0,1,0,1,0,0,1,0.318855385,-0.486337422
1,0,0,0,1,0,0,1,1,0,1,0,0,0.245473978,1.093228788
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.318180839,-0.356468689
0,0,0,1,0,0,0,1,0,1,0,0,1,0.832525234,-0.504962007
1,0,0,1,0,1,0,0,0,1,0,0,1,-0.708484312,-0.502863973
1,1,2,0,1,0,0,1,1,0,1,0,0,0.465618199,1.767740809
0,0,0,1,0,0,0,1,0,1,0,0,1,-1.00200994,-0.491874461
1,1,0,0,1,0,0,1,1,0,1,0,0,1.566339303,0.921244331
0,0,0,1,0,1,0,0,0,1,1,0,0,0.703276989,0.148911959
0,0,0,1,0,0,1,0,1,0,0,0,1,0.062020461,-0.492377828
0,1,0,1,0,0,1,0,0,1,0,0,1,0.256945938,-0.162168958
0,0,0,1,0,0,0,1,0,1,0,0,1,0.172092571,-0.480045332
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.414958684,-0.457142125
0,0,0,1,0,0,0,1,0,1,0,0,1,1.346195082,-0.490279793
0,0,0,0,1,0,0,1,1,0,0,1,0,2.006627745,-0.437007438
0,0,0,1,0,1,0,0,0,1,0,0,1,0.008993116,-0.502948539
1,1,3,1,0,0,0,1,1,0,0,1,0,1.786483524,-0.185323848
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.855247126,-0.492377828
0,0,0,0,1,0,1,0,0,1,0,0,1,0.433007703,-0.492377828
1,0,0,1,0,0,0,1,1,0,0,0,1,-1.809205416,-0.397241431
0,0,0,1,0,0,1,0,0,1,0,0,1,-0.707778686,-0.492629511
1,0,1,0,1,0,0,1,1,0,1,0,0,0.979288048,3.6067928
1,0,0,1,0,1,0,0,1,0,0,0,1,-1.222154161,-0.502863973
1,1,0,0,1,0,0,1,1,0,1,0,0,-0.928628533,0.499255516
0,0,0,0,1,0,0,1,0,1,1,0,0,-0.04805165,-0.044381038
0,1,2,1,0,0,0,1,0,1,0,0,1,-1.055785844,-0.176263239
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.341577277,-0.506472109
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.341577277,-0.502445171
1,0,0,1,0,0,0,1,1,0,0,0,1,-0.855247126,-0.497496065
0,4,1,1,0,0,1,0,0,1,0,0,1,-1.589061195,-0.061998889
1,1,2,1,0,0,0,1,0,1,0,0,1,-2.102731044,-0.234150465
0,0,0,0,1,1,0,0,0,1,1,0,0,1.199432269,0.946245572
0,0,0,1,0,0,1,0,0,1,0,0,1,0.433007703,-0.492377828
0,0,0,1,0,0,0,1,0,1,0,1,0,-1.00200994,-0.124919787
0,8,2,1,0,0,0,1,1,0,0,0,1,-1.378926363,0.75194584
0,0,0,1,0,1,0,0,0,1,1,0,0,1.52840097,-0.030371323
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.341577277,-0.48944219
0,0,0,1,0,0,0,1,0,1,0,1,0,0.68576242,-0.38667072
1,0,0,0,1,0,0,1,1,0,1,0,0,1.419576489,-0.126345323
1,0,0,1,0,0,0,1,1,0,0,0,1,0.098711164,-0.473586124
0,0,0,1,0,1,0,0,0,1,0,0,1,0.025329757,-0.502863973
0,1,1,1,0,0,0,1,1,0,0,0,1,0.025329757,-0.162168958
0,0,0,1,0,0,0,1,0,1,0,1,0,0.318855385,-0.38667072
1,1,1,1,0,0,0,1,1,0,0,1,0,0.098711164,-0.119886115
1,1,2,0,1,0,0,1,0,1,1,0,0,-1.368916975,1.767740809
1,0,1,1,0,1,0,0,0,1,0,0,1,-2.14529226,-0.476940563
1,0,0,1,0,0,0,1,0,1,0,0,1,-0.194814463,-0.50798221
0,0,0,1,0,0,0,1,0,1,0,0,1,0.098711164,-0.491874461
0,0,0,0,1,0,0,1,0,1,1,0,0,0.68576242,-0.648421654
0,0,0,1,0,0,0,1,1,0,0,0,1,-0.855247126,-0.491874461
0,0,0,1,0,0,0,1,0,1,0,1,0,0.68576242,-0.38667072
1,1,0,0,1,0,0,1,1,0,1,0,0,0.245473978,0.420730236
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.26819587,-0.489609308
0,0,0,1,0,0,0,1,0,1,0,0,1,0.68576242,-0.162168958
0,0,0,1,0,0,0,1,0,1,0,1,0,0.392236792,-0.437007438
0,4,2,1,0,0,0,1,1,0,0,0,1,-1.735824009,-0.018709312
0,0,0,1,0,0,0,1,0,1,0,0,1,0.062020461,-0.486337422
0,0,0,0,1,0,0,1,0,1,1,0,0,0.668770693,-0.648421654
0,0,0,1,0,0,0,1,1,0,0,0,1,-0.488340091,-0.488854258
0,1,1,1,0,1,0,0,0,1,0,1,0,0.098711164,0.096646338
0,0,0,1,0,0,0,1,0,1,0,0,1,0.979288048,-0.518552921
0,3,2,1,0,0,0,1,0,1,0,0,1,-1.442298382,-0.086663881
1,1,1,0,1,0,0,1,1,0,1,0,0,1.63972071,1.234171598
1,0,0,1,0,0,0,1,0,1,0,0,1,-0.194814463,-0.474004926
0,0,0,1,0,0,0,1,0,1,1,0,0,0.612381013,-0.648421654
1,0,1,0,1,0,0,1,1,0,0,0,1,-0.194814463,-0.397241431
0,4,1,1,0,0,0,1,0,1,0,0,1,-2.029349637,0.150673744
0,0,0,1,0,0,1,0,0,1,0,0,1,0.330365929,-0.508485578
0,0,0,1,0,0,0,1,0,1,0,0,1,0.005436407,0.489103607
1,0,2,1,0,1,0,0,0,1,0,1,0,-2.102731044,0.096646338
1,0,0,1,0,0,1,0,0,1,0,0,1,0.433007703,-0.492377828
1,0,0,0,1,0,0,0,1,0,1,0,0,2.37353478,0.962353321
1,1,0,1,0,1,0,0,1,0,0,0,1,-1.075391347,-0.357390858
1,1,1,1,0,0,0,1,0,1,0,1,0,-2.115205883,-0.270896269
0,0,0,1,0,1,0,0,0,1,0,0,1,-0.500576315,-0.502863973
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.488340091,-0.490279793
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.855247126,-0.48130375
1,1,1,0,1,1,0,0,1,0,1,0,0,0.68576242,1.025944704
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.635102905,-0.474004926
0,0,0,1,0,0,0,1,0,1,0,0,1,0.084094691,-0.486337422
1,0,0,1,0,0,0,1,0,1,0,0,1,0.172092571,0.489103607
1,0,0,0,1,1,0,0,0,1,1,0,0,1.545936651,-0.050421444
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.708484312,-0.488854258
0,0,0,1,0,0,0,1,0,1,0,1,0,-1.00200994,-0.437007438
1,0,0,1,0,1,0,0,1,0,1,0,0,0.025329757,-0.024246351
0,0,0,1,0,1,0,0,0,1,0,0,1,0.355546089,-0.518804605
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.928628533,-0.474004926
0,0,0,1,0,0,0,1,0,1,0,0,1,0.905906641,-0.496404765
0,8,2,1,0,0,0,1,0,1,0,0,1,-1.378926363,0.75194584
0,0,0,1,0,1,0,0,0,1,0,0,1,0.392236792,-0.48944219
0,0,1,1,0,0,0,1,0,1,0,1,0,-0.121433057,0.016023024
1,1,0,0,1,1,0,0,1,0,1,0,0,1.12778275,1.14566354
0,4,2,1,0,0,0,1,0,1,0,0,1,-1.882586823,-0.018709312
0,0,0,1,0,0,0,1,0,1,0,0,1,3.254111663,-0.491874461
0,1,1,1,0,1,0,0,1,0,0,0,1,-1.515679789,-0.34145224
1,0,1,0,1,0,0,1,1,0,1,0,0,-1.00200994,0.144885022
0,1,0,1,0,0,0,1,1,0,0,1,0,1.052669455,-0.124919787
1,0,1,1,0,0,0,1,1,0,0,0,1,-0.855247126,-0.460162328
1,1,1,1,0,0,0,1,1,0,1,0,0,1.126050862,2.671117778
1,0,0,0,1,0,0,1,0,1,1,0,0,1.566339303,-0.113845709
1,0,3,1,0,1,0,0,1,0,0,0,1,-0.414958684,-0.260661807
0,0,0,1,0,1,0,0,0,1,0,0,1,-0.500576315,-0.502863973
0,2,0,1,0,0,0,1,0,1,0,0,1,0.832525234,-0.364355446
0,1,0,1,0,0,0,1,0,1,0,1,0,-0.635102905,-0.416872751
1,0,0,0,1,0,0,1,1,0,1,0,0,1.346195082,-0.126345323
0,8,2,1,0,0,0,1,1,0,0,0,1,-1.378926363,0.75194584
0,0,0,1,0,0,0,1,0,1,0,1,0,-0.414958684,-0.38667072
1,0,0,1,0,0,0,1,1,0,0,1,0,0.905906641,-0.38667072
1,1,0,1,0,1,0,0,1,0,0,1,0,-0.194814463,-0.369389118
0,0,0,0,1,0,0,1,0,1,1,0,0,0.098711164,0.368295484
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.260697564,-0.457142125
1,1,1,1,0,0,0,1,0,1,0,0,1,-1.882586823,-0.424256141
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.26819587,-0.48944219
1,1,1,0,1,0,0,1,1,0,1,0,0,1.272813675,0.409740724
0,0,0,0,1,0,0,1,0,1,1,0,0,0.245473978,-0.547748218
0,0,0,1,0,0,0,1,0,1,0,0,1,1.272813675,-0.467209469
1,1,0,1,0,1,0,0,1,0,0,1,0,-0.121433057,-0.165189161
1,0,0,1,0,1,0,0,1,0,0,0,1,-1.075391347,-0.502948539
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.708484312,-0.45017955
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.781865719,-0.48944219
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.130785677,-0.48944219
1,0,1,0,1,1,0,0,1,0,1,0,0,1.933246338,1.025944704
1,0,1,1,0,0,0,1,1,0,0,1,0,-0.341577277,-0.124919787
0,0,0,1,0,0,0,1,0,1,0,0,1,0.245473978,-0.48944219
0,0,0,1,0,0,0,1,1,0,0,0,1,-0.561721498,-0.436671189
0,0,0,1,0,0,0,1,0,1,0,1,0,-0.121433057,-0.437007438
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.341577277,-0.506472109
0,0,5,1,0,0,1,0,1,0,0,0,1,0.68576242,-0.061998889
0,0,0,1,0,0,0,1,0,1,0,1,0,-0.194814463,-0.38667072
1,0,0,0,1,0,0,1,1,0,1,0,0,-0.781865719,-0.044381038
0,1,2,1,0,0,0,1,1,0,0,0,1,-1.055785844,-0.176263239
1,0,0,0,1,1,0,0,0,1,1,0,0,-0.26819587,-0.044381038
0,0,0,1,0,0,1,0,0,1,0,0,1,0.172092571,-0.492377828
